customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,total_charges_num,tenure_group
6390-DSAZX,Female,0,No,Yes,1,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Mailed check",73.60,73.6,Yes,73.60,New
0895-LMRSF,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",64.90,1509.8,No,1509.80,Loyal
8098-LLAZX,Female,1,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.45,396.1,Yes,396.10,New
8266-VBFQL,Male,0,No,No,4,Yes,No,"Fiber optic",No,No,Yes,Yes,No,Yes,Month-to-month,Yes,"Electronic check",90.40,356.65,No,356.65,New
8181-YHCMF,Female,0,Yes,Yes,68,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",60.30,4109,No,4109.00,Long-Term
2240-HSJQD,Male,0,No,Yes,38,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Mailed check",81.85,3141.7,No,3141.70,Loyal
1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",24.80,1229.1,No,1229.10,Long-Term
0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.90,2303.35,Yes,2303.35,Loyal
4115-BNPJY,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,"Two year",No,"Mailed check",75.55,2054.4,No,2054.40,Loyal
3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,No,"Electronic check",101.15,3741.85,No,3741.85,Loyal
4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",78.75,3682.45,No,3682.45,Loyal
1098-TDVUQ,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer (automatic)",19.25,19.25,No,19.25,New
7277-OZCGZ,Female,0,No,No,22,Yes,No,"Fiber optic",Yes,No,No,Yes,No,Yes,Month-to-month,Yes,"Electronic check",89.05,1886.25,No,1886.25,Loyal
1557-EMYVT,Female,0,No,No,43,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",115.05,4895.1,No,4895.10,Loyal
2799-ARNLO,Female,1,Yes,No,5,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",69.35,341.6,No,341.60,New
7563-BIUPC,Male,0,No,No,5,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",80.60,415.55,Yes,415.55,New
5027-YOCXN,Male,0,Yes,Yes,51,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",110.05,5686.4,No,5686.40,Long-Term
3973-SKMLN,Male,0,No,No,71,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",19.90,1355.1,No,1355.10,Long-Term
2321-OMBXY,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",80.30,3058.65,Yes,3058.65,Loyal
2840-XANRC,Male,1,Yes,No,24,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.15,2231.05,Yes,2231.05,Loyal
6745-JEFZB,Male,0,Yes,No,35,Yes,Yes,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",91.50,3236.35,No,3236.35,Loyal
5020-ZSTTY,Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,"One year",No,"Bank transfer (automatic)",82.45,4350.1,Yes,4350.10,Long-Term
9880-TDQAC,Female,0,Yes,Yes,72,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",60.00,4264,No,4264.00,Long-Term
8705-WZCYL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",44.80,44.8,No,44.80,New
7102-JJVTX,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,"One year",No,"Mailed check",48.60,422.3,No,422.30,New
8626-PTQGE,Male,0,No,No,69,No,"No phone service",DSL,Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",60.05,4176.7,No,4176.70,Long-Term
4983-CLMLV,Female,0,Yes,No,52,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",102.70,5138.1,No,5138.10,Long-Term
5701-YVSVF,Female,1,Yes,No,11,Yes,No,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",82.90,880.05,No,880.05,New
5804-LEPIM,Female,1,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.35,139.05,Yes,139.05,New
5697-GOMBF,Female,1,Yes,Yes,28,No,"No phone service",DSL,No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",35.90,973.65,No,973.65,Loyal
2739-CACDQ,Female,1,No,No,17,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",82.65,1470.05,No,1470.05,Loyal
9385-EHGDO,Female,0,Yes,Yes,35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.85,739.35,No,739.35,Loyal
9498-FIMXL,Female,0,No,No,8,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",19.20,161.95,No,161.95,New
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,"One year",Yes,"Credit card (automatic)",94.90,4422.95,No,4422.95,Loyal
0122-OAHPZ,Female,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",73.85,511.25,Yes,511.25,New
2868-SNELZ,Female,0,No,No,2,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Mailed check",80.60,155.8,Yes,155.80,New
4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,"One year",Yes,"Bank transfer (automatic)",75.80,5293.95,Yes,5293.95,Long-Term
6680-NENYN,Female,0,No,No,43,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Electronic check",104.60,4759.85,Yes,4759.85,Loyal
2088-IEBAU,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",88.15,6148.45,No,6148.45,Long-Term
7982-VCELR,Female,0,No,No,36,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",94.80,3565.65,No,3565.65,Loyal
1343-EHPYB,Male,0,Yes,No,63,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",103.40,6603,Yes,6603.00,Long-Term
6035-BXTTY,Female,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,"Bank transfer (automatic)",54.65,1830.1,No,1830.10,Loyal
6885-PKOAM,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",85.75,6223.8,No,6223.80,Long-Term
7520-HQWJU,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",67.45,4508.65,No,4508.65,Long-Term
9639-BUJXT,Male,0,No,No,63,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.50,1328.15,No,1328.15,Long-Term
5924-SNGKP,Female,0,No,Yes,41,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",20.25,865,No,865.00,Loyal
0021-IKXGC,Female,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",72.10,72.1,No,72.10,New
2034-GDRCN,Female,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",90.40,168.2,Yes,168.20,New
8966-SNIZF,Female,0,Yes,No,70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.45,1303.5,No,1303.50,Long-Term
6243-OZGFH,Female,0,No,No,23,No,"No phone service",DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",44.95,996.85,No,996.85,Loyal
4654-DLAMQ,Female,1,Yes,No,64,Yes,No,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"One year",No,"Bank transfer (automatic)",97.00,6430.9,No,6430.90,Long-Term
0513-RBGPE,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,"Two year",Yes,"Credit card (automatic)",62.80,2278.75,No,2278.75,Loyal
5160-UXJED,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,"One year",No,"Mailed check",44.60,681.4,No,681.40,Loyal
4115-NZRKS,Female,1,No,No,7,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.15,574.35,No,574.35,New
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",84.80,371.9,Yes,371.90,New
0623-IIHUG,Female,1,No,No,21,No,"No phone service",DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",41.90,840.1,Yes,840.10,Loyal
4572-DVCGN,Female,0,No,No,10,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",80.25,846,Yes,846.00,New
3351-NGXYI,Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",54.10,889,No,889.00,Loyal
8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Electronic check",105.25,6823.4,No,6823.40,Long-Term
9057-MSWCO,Male,1,Yes,No,27,No,"No phone service",DSL,Yes,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",30.75,805.1,Yes,805.10,Loyal
9833-TGFHX,Male,0,Yes,Yes,42,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,Yes,"One year",No,"Electronic check",97.10,4016.75,No,4016.75,Loyal
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.20,83.75,No,83.75,New
5229-DTFYB,Female,0,No,No,41,Yes,No,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",98.80,3959.15,No,3959.15,Loyal
0104-PPXDV,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,"One year",No,"Credit card (automatic)",50.30,2878.55,No,2878.55,Long-Term
5176-LMJXE,Female,0,No,No,47,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",20.55,945.7,No,945.70,Loyal
3583-KRKMD,Male,0,No,No,18,Yes,No,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.90,1373.05,No,1373.05,Loyal
1010-DIAUQ,Male,0,No,No,5,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Bank transfer (automatic)",96.50,492.55,Yes,492.55,New
9069-LGEUL,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",59.95,1406,No,1406.00,Loyal
7302-ZHMHP,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.15,19.15,No,19.15,New
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",98.65,6962.85,No,6962.85,Long-Term
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",112.60,8126.65,No,8126.65,Long-Term
6563-VRERX,Male,0,Yes,Yes,33,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.60,690.25,No,690.25,Loyal
0259-GBZSH,Male,0,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",85.65,181.5,Yes,181.50,New
6122-EFVKN,Male,0,No,Yes,24,No,"No phone service",DSL,Yes,No,No,Yes,No,No,"Two year",No,"Mailed check",35.75,830.8,No,830.80,Loyal
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,Yes,"One year",Yes,"Credit card (automatic)",99.75,5608.4,No,5608.40,Long-Term
6862-CQUMB,Male,0,No,No,37,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",96.10,3646.8,No,3646.80,Loyal
7156-MXBJE,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",85.10,3662.25,No,3662.25,Loyal
6158-HDPXZ,Male,0,No,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",25.35,25.35,No,25.35,New
9601-BRXPO,Female,0,Yes,No,25,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",104.95,2566.5,Yes,2566.50,Loyal
2863-IMQDR,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",89.65,5308.7,No,5308.70,Long-Term
5686-CMAWK,Male,0,No,No,17,Yes,Yes,"Fiber optic",No,No,Yes,Yes,No,No,"One year",No,"Electronic check",86.75,1410.25,No,1410.25,Loyal
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",86.20,3339.05,No,3339.05,Loyal
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Mailed check",50.65,50.65,Yes,50.65,New
8204-YJCLA,Male,1,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",64.80,4732.35,No,4732.35,Long-Term
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",90.85,90.85,Yes,90.85,New
6583-SZVGP,Male,0,No,No,48,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",108.10,5067.45,No,5067.45,Loyal
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.95,214.75,Yes,214.75,New
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",85.45,4874.7,Yes,4874.70,Long-Term
1708-PBBOA,Female,0,No,No,42,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,Yes,"One year",Yes,"Electronic check",54.75,2348.45,No,2348.45,Loyal
8782-LKFPK,Male,0,No,No,44,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,Yes,"Mailed check",90.40,4063,No,4063.00,Loyal
5522-JBWMO,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",44.00,44,No,44.00,New
3597-MVHJT,Female,0,No,No,27,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",95.60,2595.25,No,2595.25,Loyal
9774-NRNAU,Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",84.80,2309.55,No,2309.55,Loyal
0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",44.30,89.3,No,89.30,New
9967-ATRFS,Female,0,No,No,19,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.90,367.55,No,367.55,Loyal
3951-NJCVI,Female,1,Yes,No,42,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.05,3944.5,No,3944.50,Loyal
2977-CEBSX,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",90.05,5965.95,No,5965.95,Long-Term
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",109.90,3694.7,No,3694.70,Loyal
6599-CEBNN,Female,0,No,No,34,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",73.95,2524.45,Yes,2524.45,Loyal
2519-ERQOJ,Male,1,No,No,33,No,"No phone service",DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",54.60,1803.7,No,1803.70,Loyal
5876-QMYLD,Female,0,Yes,Yes,23,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.05,415.1,No,415.10,Loyal
2277-AXSDC,Female,0,No,No,32,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",19.75,624.15,No,624.15,Loyal
9442-JTWDL,Female,0,No,No,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",20.05,237.7,No,237.70,New
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",99.45,7007.6,Yes,7007.60,Long-Term
3067-SVMTC,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,"One year",No,"Bank transfer (automatic)",55.90,3848.8,No,3848.80,Long-Term
5495-GPSRW,Male,0,No,No,20,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.70,419.4,No,419.40,Loyal
7606-BPHHN,Male,0,No,No,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",19.80,1468.75,No,1468.75,Long-Term
4742-DRORA,Male,0,Yes,Yes,60,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,No,"One year",Yes,"Bank transfer (automatic)",95.40,5812,No,5812.00,Long-Term
0111-KLBQG,Male,1,Yes,Yes,32,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Mailed check",93.95,2861.45,No,2861.45,Loyal
4800-VHZKI,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.90,19.9,Yes,19.90,New
7989-CHGTL,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.60,19.6,Yes,19.60,New
0334-GDDSO,Male,1,No,No,3,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",81.35,233.7,Yes,233.70,New
4163-NCJAK,Female,0,Yes,No,46,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer (automatic)",24.45,1066.15,No,1066.15,Loyal
5233-AOZUF,Female,0,Yes,No,29,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.95,2149.05,No,2149.05,Loyal
5973-EJGDP,Male,0,No,No,51,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,No,Month-to-month,Yes,"Electronic check",87.35,4473,No,4473.00,Long-Term
1996-DBMUS,Female,1,Yes,No,48,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",70.65,3545.05,No,3545.05,Loyal
7916-VCCPB,Female,0,Yes,Yes,16,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",73.25,1195.75,No,1195.75,Loyal
4686-GEFRM,Male,0,Yes,No,70,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",98.70,6858.9,No,6858.90,Long-Term
5249-QYHEX,Female,0,Yes,Yes,40,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",24.80,1024.7,No,1024.70,Loyal
0578-SKVMF,Female,0,Yes,Yes,22,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,No,"Electronic check",83.30,1845.9,Yes,1845.90,Loyal
5564-NEMQO,Female,1,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.30,75.3,Yes,75.30,New
2233-FAGXV,Female,0,Yes,Yes,5,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",24.30,132.25,No,132.25,New
5605-IYGFG,Female,0,No,No,7,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",69.85,515.45,No,515.45,New
7663-ZTEGJ,Male,0,No,Yes,29,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,Yes,"One year",No,"Credit card (automatic)",100.55,2830.45,No,2830.45,Loyal
3935-TBRZZ,Male,0,Yes,Yes,44,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",25.70,1110.5,No,1110.50,Loyal
8111-BKVDS,Female,0,No,No,10,No,"No phone service",DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,"Bank transfer (automatic)",40.70,449.3,No,449.30,New
2055-SIFSS,Female,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",51.65,2838.55,No,2838.55,Long-Term
2806-MLNTI,Male,1,Yes,No,52,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",105.10,5376.4,No,5376.40,Long-Term
8734-DKSTZ,Female,0,Yes,Yes,10,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",85.95,858.6,No,858.60,New
4360-PNRQB,Male,0,No,No,18,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.60,1395.05,No,1395.05,Loyal
6152-ONASV,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,"One year",No,"Bank transfer (automatic)",58.25,3975.7,No,3975.70,Long-Term
9063-ZGTUY,Female,0,Yes,Yes,61,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.40,1182.55,Yes,1182.55,Long-Term
7781-HVGMK,Female,0,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",65.20,4784.45,No,4784.45,Long-Term
2181-UAESM,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,"Electronic check",53.45,119.5,No,119.50,New
2957-LOLHO,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",45.40,518.9,Yes,518.90,New
6048-NJXHX,Male,0,Yes,No,41,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Electronic check",19.75,899.45,No,899.45,Loyal
2320-SLKMB,Female,0,No,No,26,No,"No phone service",DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",44.45,1183.8,No,1183.80,Loyal
4980-URKXC,Male,0,Yes,No,36,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",20.85,720.05,No,720.05,Loyal
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",114.05,8468.2,No,8468.20,Long-Term
5886-VLQVU,Male,0,Yes,No,35,Yes,Yes,"Fiber optic",No,No,No,Yes,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",89.85,3161.2,No,3161.20,Loyal
3577-AMVUX,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,"Mailed check",55.05,55.05,No,55.05,New
0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",112.95,1882.55,No,1882.55,Loyal
5628-RKIFK,Female,1,No,No,49,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,No,"Credit card (automatic)",101.55,5070.4,No,5070.40,Long-Term
0206-TBWLC,Female,0,Yes,No,54,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Mailed check",114.65,6049.5,No,6049.50,Long-Term
2937-FTHUR,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,"Electronic check",64.80,1166.7,No,1166.70,Loyal
1910-FMXJM,Female,0,Yes,No,36,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",80.40,2937.65,No,2937.65,Loyal
7752-XUSCI,Female,0,No,No,60,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",105.90,6396.45,Yes,6396.45,Long-Term
4110-PFEUZ,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",69.55,69.55,Yes,69.55,New
0732-OCQOC,Female,0,Yes,Yes,52,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",25.05,1270.25,No,1270.25,Long-Term
